	關卡類型	主關卡ID	次關卡ID	難度	前置關卡	背景編碼	ICON編碼	開放等級	消耗AP	次數限制	重置規則	戰力指標	時間限制	環境損傷	單人模式	特殊規則	場景編碼	配置編碼	音樂	BOSS進場音樂	BOSS戰音樂	隱藏要素	通關條件1	通關條件1參數	通關條件2	通關條件2參數	通關條件3	通關條件3參數	首破經驗	首破金幣	首破戰利品	獲得經驗	獲得金幣	獲得戰利品	獲得熟練度	BOSS介紹	路徑	開始時間	結束時間	起始版本	結束版本	名稱	說明	
100576	4	10057	1	6	null	UI_SPEvent_BG_06	null	22	3	-1	0	363201	0	15	0	0	stage04_0501_e1	stage04_0501_e1	BGM00,bgm_st_highway	BGM01,bgm_ev_vava01	BGM02,bgm_st_boss08	0	1	0	2	400	3	30	0	0	53881	0	0	53881	0	VAVAMK2	null	null	null	12.00.0000	null	STAGE_NAME_100571	STAGE_TIP_DROPSINGLE	
100577	4	10057	1	7	null	UI_SPEvent_BG_06	null	22	3	-1	0	438322	0	15	0	0	stage04_0501_e1	stage04_0501_e1	BGM00,bgm_st_highway	BGM01,bgm_ev_vava01	BGM02,bgm_st_boss08	0	1	0	2	400	3	30	0	0	53891	0	0	53891	0	VAVAMK2	null	null	null	12.00.0000	null	STAGE_NAME_100571	STAGE_TIP_DROPSINGLE	
100578	4	10057	1	8	null	UI_SPEvent_BG_06	null	22	3	-1	0	796072	0	15	0	0	stage04_0501_e1	stage04_0501_e1	BGM00,bgm_st_highway	BGM01,bgm_ev_vava01	BGM02,bgm_st_boss08	0	1	0	2	400	3	30	0	0	53901	0	0	53901	0	VAVAMK2	null	null	null	12.00.0000	null	STAGE_NAME_100571	STAGE_TIP_DROPSINGLE	
100580	4	10057	2	1	null	UI_SPEvent_BG_08	null	22	0	-1	0	0	0	15	0	200007	stage04_0501_e1	stage04_0501_e1	BGM00,bgm_st_highway	BGM01,bgm_ev_vava01	BGM02,bgm_st_boss08	0	4	1	2	400	3	30	0	0	0	0	0	0	0	VAVAMK2	null	null	null	12.00.0000	null	STAGE_NAME_100580	STAGE_TIP_DROPSINGLE	
100581	4	10058	1	1	null	UI_SPEvent_BG_22	null	22	3	-1	0	13160	0	15	0	0	stage04_2501_e1	stage04_2501_e1	BGM02,bgm_st_repli_airforce	null	BGM00,bgm_st_boss01	0	2	400	3	30	16	3	0	0	53911	0	0	53911	0	PALETTE	null	null	null	12.01.0000	null	STAGE_NAME_100291	STAGE_TIP_POINTONLY	
100582	4	10058	1	2	null	UI_SPEvent_BG_22	null	22	3	-1	0	51276	0	15	0	0	stage04_2501_e1	stage04_2501_e1	BGM02,bgm_st_repli_airforce	null	BGM00,bgm_st_boss01	0	2	400	3	30	16	3	0	0	53921	0	0	53921	0	PALETTE	null	null	null	12.01.0000	null	STAGE_NAME_100291	STAGE_TIP_POINTONLY	
100583	4	10058	1	3	null	UI_SPEvent_BG_22	null	22	3	-1	0	105888	0	15	0	0	stage04_2501_e1	stage04_2501_e1	BGM02,bgm_st_repli_airforce	null	BGM00,bgm_st_boss01	0	2	400	3	30	16	3	0	0	53931	0	0	53931	0	PALETTE	null	null	null	12.01.0000	null	STAGE_NAME_100291	STAGE_TIP_POINTONLY	
100584	4	10058	1	4	null	UI_SPEvent_BG_22	null	22	3	-1	0	188048	0	15	0	0	stage04_2501_e1	stage04_2501_e1	BGM02,bgm_st_repli_airforce	null	BGM00,bgm_st_boss01	0	2	400	3	30	16	3	0	0	53941	0	0	53941	0	PALETTE	null	null	null	12.01.0000	null	STAGE_NAME_100291	STAGE_TIP_POINTONLY	
100585	4	10058	1	5	null	UI_SPEvent_BG_22	null	22	3	-1	0	291560	0	15	0	0	stage04_2501_e1	stage04_2501_e1	BGM02,bgm_st_repli_airforce	null	BGM00,bgm_st_boss01	0	2	400	3	30	16	3	0	0	53951	0	0	53951	0	PALETTE	null	null	null	12.01.0000	null	STAGE_NAME_100291	STAGE_TIP_POINTONLY	
100586	4	10058	1	6	null	UI_SPEvent_BG_22	null	22	3	-1	0	363201	0	15	0	0	stage04_2501_e1	stage04_2501_e1	BGM02,bgm_st_repli_airforce	null	BGM00,bgm_st_boss01	0	2	400	3	30	16	3	0	0	53961	0	0	53961	0	PALETTE	null	null	null	12.01.0000	null	STAGE_NAME_100291	STAGE_TIP_POINTONLY	
100587	4	10058	1	7	null	UI_SPEvent_BG_22	null	22	3	-1	0	438322	0	15	0	0	stage04_2501_e1	stage04_2501_e1	BGM02,bgm_st_repli_airforce	null	BGM00,bgm_st_boss01	0	2	400	3	30	16	3	0	0	53971	0	0	53971	0	PALETTE	null	null	null	12.01.0000	null	STAGE_NAME_100291	STAGE_TIP_POINTONLY	
100588	4	10058	1	8	null	UI_SPEvent_BG_22	null	22	3	-1	0	796072	0	15	0	0	stage04_2501_e1	stage04_2501_e1	BGM02,bgm_st_repli_airforce	null	BGM00,bgm_st_boss01	0	2	400	3	30	16	3	0	0	53981	0	0	53981	0	PALETTE	null	null	null	12.01.0000	null	STAGE_NAME_100291	STAGE_TIP_POINTONLY	
100590	4	10058	2	1	null	UI_SPEvent_BG_08	null	22	0	-1	0	0	0	15	0	200007	stage04_2501_e1	stage04_2501_e1	BGM02,bgm_st_repli_airforce	null	BGM00,bgm_st_boss01	0	4	1	3	30	16	3	0	0	0	0	0	0	0	PALETTE	null	null	null	12.01.0000	null	STAGE_NAME_100292	STAGE_TIP_POINTONLY	
100591	4	10059	1	1	null	UI_SPEvent_BG_08	null	22	3	-1	0	13160	0	15	0	0	stage04_0801_e1	stage04_0801_e1	BGM01,bgm_st_park	null	null	0	1	0	2	400	3	30	0	0	53991	0	0	53991	0	PENGUINSUMMER	null	null	null	12.02.0000	null	STAGE_NAME_100081	STAGE_TIP_POINTONLY	
100592	4	10059	1	2	null	UI_SPEvent_BG_08	null	22	3	-1	0	51276	0	15	0	0	stage04_0801_e1	stage04_0801_e1	BGM01,bgm_st_park	null	null	0	1	0	2	400	3	30	0	0	54001	0	0	54001	0	PENGUINSUMMER	null	null	null	12.02.0000	null	STAGE_NAME_100081	STAGE_TIP_POINTONLY	
100593	4	10059	1	3	null	UI_SPEvent_BG_08	null	22	3	-1	0	105888	0	15	0	0	stage04_0801_e1	stage04_0801_e1	BGM01,bgm_st_park	null	null	0	1	0	2	400	3	30	0	0	54011	0	0	54011	0	PENGUINSUMMER	null	null	null	12.02.0000	null	STAGE_NAME_100081	STAGE_TIP_POINTONLY	
100594	4	10059	1	4	null	UI_SPEvent_BG_08	null	22	3	-1	0	188048	0	15	0	0	stage04_0801_e1	stage04_0801_e1	BGM01,bgm_st_park	null	null	0	1	0	2	400	3	30	0	0	54021	0	0	54021	0	PENGUINSUMMER	null	null	null	12.02.0000	null	STAGE_NAME_100081	STAGE_TIP_POINTONLY	
100595	4	10059	1	5	null	UI_SPEvent_BG_08	null	22	3	-1	0	291560	0	15	0	0	stage04_0801_e1	stage04_0801_e1	BGM01,bgm_st_park	null	null	0	1	0	2	400	3	30	0	0	54031	0	0	54031	0	PENGUINSUMMER	null	null	null	12.02.0000	null	STAGE_NAME_100081	STAGE_TIP_POINTONLY	
100596	4	10059	1	6	null	UI_SPEvent_BG_08	null	22	3	-1	0	363201	0	15	0	0	stage04_0801_e1	stage04_0801_e1	BGM01,bgm_st_park	null	null	0	1	0	2	400	3	30	0	0	54041	0	0	54041	0	PENGUINSUMMER	null	null	null	12.02.0000	null	STAGE_NAME_100081	STAGE_TIP_POINTONLY	
100597	4	10059	1	7	null	UI_SPEvent_BG_08	null	22	3	-1	0	438322	0	15	0	0	stage04_0801_e1	stage04_0801_e1	BGM01,bgm_st_park	null	null	0	1	0	2	400	3	30	0	0	54051	0	0	54051	0	PENGUINSUMMER	null	null	null	12.02.0000	null	STAGE_NAME_100081	STAGE_TIP_POINTONLY	
100598	4	10059	1	8	null	UI_SPEvent_BG_08	null	22	3	-1	0	796072	0	15	0	0	stage04_0801_e1	stage04_0801_e1	BGM01,bgm_st_park	null	null	0	1	0	2	400	3	30	0	0	54061	0	0	54061	0	PENGUINSUMMER	null	null	null	12.02.0000	null	STAGE_NAME_100081	STAGE_TIP_POINTONLY	
100600	4	10059	2	1	null	UI_SPEvent_BG_08	null	22	0	-1	0	0	0	15	0	200007	stage04_0801_e1	stage04_0801_e1	BGM01,bgm_st_park	null	null	0	4	1	2	400	3	30	0	0	0	0	0	0	0	PENGUINSUMMER	null	null	null	12.02.0000	null	STAGE_NAME_100082	STAGE_TIP_POINTONLY	
100601	4	10060	1	1	null	UI_SPEvent_BG_24	null	22	3	-1	0	13160	0	15	0	0	stage04_2701_e1	stage04_2701_e1	BGM01,bgm_st_deepsea	null	null	0	1	0	2	400	14	7	0	0	54071	0	0	54071	0	MAMMOTHSUMMER	null	null	null	12.03.0000	null	STAGE_NAME_100321	STAGE_TIP_POINTONLY	
100602	4	10060	1	2	null	UI_SPEvent_BG_24	null	22	3	-1	0	51276	0	15	0	0	stage04_2701_e1	stage04_2701_e1	BGM01,bgm_st_deepsea	null	null	0	1	0	2	400	14	7	0	0	54081	0	0	54081	0	MAMMOTHSUMMER	null	null	null	12.03.0000	null	STAGE_NAME_100321	STAGE_TIP_POINTONLY	
100603	4	10060	1	3	null	UI_SPEvent_BG_24	null	22	3	-1	0	105888	0	15	0	0	stage04_2701_e1	stage04_2701_e1	BGM01,bgm_st_deepsea	null	null	0	1	0	2	400	14	7	0	0	54091	0	0	54091	0	MAMMOTHSUMMER	null	null	null	12.03.0000	null	STAGE_NAME_100321	STAGE_TIP_POINTONLY	
100604	4	10060	1	4	null	UI_SPEvent_BG_24	null	22	3	-1	0	188048	0	15	0	0	stage04_2701_e1	stage04_2701_e1	BGM01,bgm_st_deepsea	null	null	0	1	0	2	400	14	7	0	0	54101	0	0	54101	0	MAMMOTHSUMMER	null	null	null	12.03.0000	null	STAGE_NAME_100321	STAGE_TIP_POINTONLY	
100605	4	10060	1	5	null	UI_SPEvent_BG_24	null	22	3	-1	0	291560	0	15	0	0	stage04_2701_e1	stage04_2701_e1	BGM01,bgm_st_deepsea	null	null	0	1	0	2	400	14	7	0	0	54111	0	0	54111	0	MAMMOTHSUMMER	null	null	null	12.03.0000	null	STAGE_NAME_100321	STAGE_TIP_POINTONLY	
100606	4	10060	1	6	null	UI_SPEvent_BG_24	null	22	3	-1	0	354884	0	15	0	0	stage04_2701_e1	stage04_2701_e1	BGM01,bgm_st_deepsea	null	null	0	1	0	2	400	14	7	0	0	54121	0	0	54121	0	MAMMOTHSUMMER	null	null	null	12.03.0000	null	STAGE_NAME_100321	STAGE_TIP_POINTONLY	
100607	4	10060	1	7	null	UI_SPEvent_BG_24	null	22	3	-1	0	438322	0	15	0	0	stage04_2701_e1	stage04_2701_e1	BGM01,bgm_st_deepsea	null	null	0	1	0	2	400	14	7	0	0	54131	0	0	54131	0	MAMMOTHSUMMER	null	null	null	12.03.0000	null	STAGE_NAME_100321	STAGE_TIP_POINTONLY	
100608	4	10060	1	8	null	UI_SPEvent_BG_24	null	22	3	-1	0	796072	0	15	0	0	stage04_2701_e1	stage04_2701_e1	BGM01,bgm_st_deepsea	null	null	0	1	0	2	400	14	7	0	0	54141	0	0	54141	0	MAMMOTHSUMMER	null	null	null	12.03.0000	null	STAGE_NAME_100321	STAGE_TIP_POINTONLY	
100610	4	10060	2	1	null	UI_SPEvent_BG_24	null	22	0	-1	0	0	0	15	0	200007	stage04_2701_e1	stage04_2701_e1	BGM01,bgm_st_deepsea	null	null	0	4	1	2	400	14	7	0	0	0	0	0	0	0	MAMMOTHSUMMER	null	null	null	12.03.0000	null	STAGE_NAME_100322	STAGE_TIP_POINTONLY	
100611	4	10061	1	1	null	UI_SPEvent_BG_13	null	22	3	-1	0	13160	0	15	0	0	stage04_1401_e1	stage04_1401_e1	BGM02,bgm_st_densan	null	BGM01,bgm_st_boss04	0	1	0	2	360	9	1300	0	0	54151	0	0	54151	0	PEACOCK	null	null	null	12.04.0000	null	STAGE_NAME_100141	STAGE_TIP_BOXGACHA	
100612	4	10061	1	2	null	UI_SPEvent_BG_13	null	22	3	-1	0	51276	0	15	0	0	stage04_1401_e1	stage04_1401_e1	BGM02,bgm_st_densan	null	BGM01,bgm_st_boss04	0	1	0	2	360	9	1300	0	0	54161	0	0	54161	0	PEACOCK	null	null	null	12.04.0000	null	STAGE_NAME_100141	STAGE_TIP_BOXGACHA	
100613	4	10061	1	3	null	UI_SPEvent_BG_13	null	22	3	-1	0	105888	0	15	0	0	stage04_1401_e1	stage04_1401_e1	BGM02,bgm_st_densan	null	BGM01,bgm_st_boss04	0	1	0	2	360	9	1300	0	0	54171	0	0	54171	0	PEACOCK	null	null	null	12.04.0000	null	STAGE_NAME_100141	STAGE_TIP_BOXGACHA	
100614	4	10061	1	4	null	UI_SPEvent_BG_13	null	22	3	-1	0	188048	0	15	0	0	stage04_1401_e1	stage04_1401_e1	BGM02,bgm_st_densan	null	BGM01,bgm_st_boss04	0	1	0	2	360	9	1300	0	0	54181	0	0	54181	0	PEACOCK	null	null	null	12.04.0000	null	STAGE_NAME_100141	STAGE_TIP_BOXGACHA	
100615	4	10061	1	5	null	UI_SPEvent_BG_13	null	22	3	-1	0	291560	0	15	0	0	stage04_1401_e1	stage04_1401_e1	BGM02,bgm_st_densan	null	BGM01,bgm_st_boss04	0	1	0	2	360	9	1300	0	0	54191	0	0	54191	0	PEACOCK	null	null	null	12.04.0000	null	STAGE_NAME_100141	STAGE_TIP_BOXGACHA	
100616	4	10061	1	6	null	UI_SPEvent_BG_13	null	22	3	-1	0	354884	0	15	0	0	stage04_1401_e1	stage04_1401_e1	BGM02,bgm_st_densan	null	BGM01,bgm_st_boss04	0	1	0	2	360	9	1300	0	0	54201	0	0	54201	0	PEACOCK	null	null	null	12.04.0000	null	STAGE_NAME_100141	STAGE_TIP_BOXGACHA	
100617	4	10061	1	7	null	UI_SPEvent_BG_13	null	22	3	-1	0	438322	0	15	0	0	stage04_1401_e1	stage04_1401_e1	BGM02,bgm_st_densan	null	BGM01,bgm_st_boss04	0	1	0	2	360	9	1300	0	0	54211	0	0	54211	0	PEACOCK	null	null	null	12.04.0000	null	STAGE_NAME_100141	STAGE_TIP_BOXGACHA	
100618	4	10061	1	8	null	UI_SPEvent_BG_13	null	22	3	-1	0	796072	0	15	0	0	stage04_1401_e1	stage04_1401_e1	BGM02,bgm_st_densan	null	BGM01,bgm_st_boss04	0	1	0	2	360	9	1300	0	0	54221	0	0	54221	0	PEACOCK	null	null	null	12.04.0000	null	STAGE_NAME_100141	STAGE_TIP_BOXGACHA	
100620	4	10061	2	1	null	UI_SPEvent_BG_13	null	22	0	-1	0	0	0	15	0	200007	stage04_1401_e1	stage04_1401_e1	BGM02,bgm_st_densan	null	BGM01,bgm_st_boss04	0	4	1	2	360	9	1300	0	0	0	0	0	0	0	PEACOCK	null	null	null	12.04.0000	null	STAGE_NAME_100142	STAGE_TIP_BOXGACHA	
100621	4	10062	1	1	null	UI_SPEvent_BG_43	null	22	3	-1	0	13160	0	15	0	0	stage04_4701_e1	stage04_4701_e1	BGMe3,bgm_st_e3	null	null	0	1	0	2	240	14	7	0	0	54231	0	0	54231	0	null	null	null	null	12.05.0000	null	STAGE_NAME_100621	STAGE_TIP_POINT	
100622	4	10062	1	2	null	UI_SPEvent_BG_43	null	22	3	-1	0	51276	0	15	0	0	stage04_4701_e1	stage04_4701_e1	BGMe3,bgm_st_e3	null	null	0	1	0	2	240	14	7	0	0	54241	0	0	54241	0	null	null	null	null	12.05.0000	null	STAGE_NAME_100621	STAGE_TIP_POINT	
100623	4	10062	1	3	null	UI_SPEvent_BG_43	null	22	3	-1	0	105888	0	15	0	0	stage04_4701_e1	stage04_4701_e1	BGMe3,bgm_st_e3	null	null	0	1	0	2	240	14	7	0	0	54251	0	0	54251	0	null	null	null	null	12.05.0000	null	STAGE_NAME_100621	STAGE_TIP_POINT	
100624	4	10062	1	4	null	UI_SPEvent_BG_43	null	22	3	-1	0	188048	0	15	0	0	stage04_4701_e1	stage04_4701_e1	BGMe3,bgm_st_e3	null	null	0	1	0	2	240	14	7	0	0	54261	0	0	54261	0	null	null	null	null	12.05.0000	null	STAGE_NAME_100621	STAGE_TIP_POINT	
100625	4	10062	1	5	null	UI_SPEvent_BG_43	null	22	3	-1	0	291560	0	15	0	0	stage04_4701_e1	stage04_4701_e1	BGMe3,bgm_st_e3	null	null	0	1	0	2	240	14	7	0	0	54271	0	0	54271	0	null	null	null	null	12.05.0000	null	STAGE_NAME_100621	STAGE_TIP_POINT	
100626	4	10062	1	6	null	UI_SPEvent_BG_43	null	22	3	-1	0	354884	0	15	0	0	stage04_4701_e1	stage04_4701_e1	BGMe3,bgm_st_e3	null	null	0	1	0	2	240	14	7	0	0	54281	0	0	54281	0	null	null	null	null	12.05.0000	null	STAGE_NAME_100621	STAGE_TIP_POINT	
100627	4	10062	1	7	null	UI_SPEvent_BG_43	null	22	3	-1	0	438322	0	15	0	0	stage04_4701_e1	stage04_4701_e1	BGMe3,bgm_st_e3	null	null	0	1	0	2	240	14	7	0	0	54291	0	0	54291	0	null	null	null	null	12.05.0000	null	STAGE_NAME_100621	STAGE_TIP_POINT	
100628	4	10062	1	8	null	UI_SPEvent_BG_43	null	22	3	-1	0	796072	0	15	0	0	stage04_4701_e1	stage04_4701_e1	BGMe3,bgm_st_e3	null	null	0	1	0	2	240	14	7	0	0	54301	0	0	54301	0	null	null	null	null	12.05.0000	null	STAGE_NAME_100621	STAGE_TIP_POINT	
100631	4	10063	1	1	null	UI_SPEvent_BG_10	null	22	3	-1	0	13160	0	15	0	0	stage04_1001_e1	stage04_1001_e1	BGM01,bgm_st_desert	null	BGMe1,bgm_st_e1b	0	1	0	2	400	14	3	0	0	54311	0	0	54311	0	OMEGA	null	null	null	12.08.0000	null	STAGE_NAME_100281	STAGE_TIP_BOXGACHA	
100632	4	10063	1	2	null	UI_SPEvent_BG_10	null	22	3	-1	0	51276	0	15	0	0	stage04_1001_e1	stage04_1001_e1	BGM01,bgm_st_desert	null	BGMe1,bgm_st_e1b	0	1	0	2	400	14	3	0	0	54321	0	0	54321	0	OMEGA	null	null	null	12.08.0000	null	STAGE_NAME_100281	STAGE_TIP_BOXGACHA	
100633	4	10063	1	3	null	UI_SPEvent_BG_10	null	22	3	-1	0	105888	0	15	0	0	stage04_1001_e1	stage04_1001_e1	BGM01,bgm_st_desert	null	BGMe1,bgm_st_e1b	0	1	0	2	400	14	3	0	0	54331	0	0	54331	0	OMEGA	null	null	null	12.08.0000	null	STAGE_NAME_100281	STAGE_TIP_BOXGACHA	
100634	4	10063	1	4	null	UI_SPEvent_BG_10	null	22	3	-1	0	188048	0	15	0	0	stage04_1001_e1	stage04_1001_e1	BGM01,bgm_st_desert	null	BGMe1,bgm_st_e1b	0	1	0	2	400	14	3	0	0	54341	0	0	54341	0	OMEGA	null	null	null	12.08.0000	null	STAGE_NAME_100281	STAGE_TIP_BOXGACHA	
100635	4	10063	1	5	null	UI_SPEvent_BG_10	null	22	3	-1	0	291560	0	15	0	0	stage04_1001_e1	stage04_1001_e1	BGM01,bgm_st_desert	null	BGMe1,bgm_st_e1b	0	1	0	2	400	14	3	0	0	54351	0	0	54351	0	OMEGA	null	null	null	12.08.0000	null	STAGE_NAME_100281	STAGE_TIP_BOXGACHA	
100636	4	10063	1	6	null	UI_SPEvent_BG_10	null	22	3	-1	0	354884	0	15	0	0	stage04_1001_e1	stage04_1001_e1	BGM01,bgm_st_desert	null	BGMe1,bgm_st_e1b	0	1	0	2	400	14	3	0	0	54361	0	0	54361	0	OMEGA	null	null	null	12.08.0000	null	STAGE_NAME_100281	STAGE_TIP_BOXGACHA	
100637	4	10063	1	7	null	UI_SPEvent_BG_10	null	22	3	-1	0	438322	0	15	0	0	stage04_1001_e1	stage04_1001_e1	BGM01,bgm_st_desert	null	BGMe1,bgm_st_e1b	0	1	0	2	400	14	3	0	0	54371	0	0	54371	0	OMEGA	null	null	null	12.08.0000	null	STAGE_NAME_100281	STAGE_TIP_BOXGACHA	
100638	4	10063	1	8	null	UI_SPEvent_BG_10	null	22	3	-1	0	796072	0	15	0	0	stage04_1001_e1	stage04_1001_e1	BGM01,bgm_st_desert	null	BGMe1,bgm_st_e1b	0	1	0	2	400	14	3	0	0	54381	0	0	54381	0	OMEGA	null	null	null	12.08.0000	null	STAGE_NAME_100281	STAGE_TIP_BOXGACHA	
100640	4	10063	2	1	null	UI_SPEvent_BG_21	null	22	0	-1	0	0	0	15	0	200007	stage04_1001_e1	stage04_1001_e1	BGM01,bgm_st_desert	null	BGMe1,bgm_st_e1b	0	4	1	2	400	14	3	0	0	0	0	0	0	0	OMEGA	null	null	null	12.08.0000	null	STAGE_NAME_100282	STAGE_TIP_BOXGACHA	
100641	4	10064	1	1	null	UI_SPEvent_BG_44	null	22	3	-1	0	13160	0	15	0	0	stage04_5001_e1	stage04_5001_e1	BGMe1,bgm_st_e1_2	null	BGMe1,bgm_st_e1b_2	0	1	0	2	400	14	5	0	0	54391	0	0	54391	0	PANDORA	null	null	null	12.09.0000	null	STAGE_NAME_100641	STAGE_TIP_POINT	
100642	4	10064	1	2	null	UI_SPEvent_BG_44	null	22	3	-1	0	51276	0	15	0	0	stage04_5001_e1	stage04_5001_e1	BGMe1,bgm_st_e1_2	null	BGMe1,bgm_st_e1b_2	0	1	0	2	400	14	5	0	0	54401	0	0	54401	0	PANDORA	null	null	null	12.09.0000	null	STAGE_NAME_100641	STAGE_TIP_POINT	
100643	4	10064	1	3	null	UI_SPEvent_BG_44	null	22	3	-1	0	105888	0	15	0	0	stage04_5001_e1	stage04_5001_e1	BGMe1,bgm_st_e1_2	null	BGMe1,bgm_st_e1b_2	0	1	0	2	400	14	5	0	0	54411	0	0	54411	0	PANDORA	null	null	null	12.09.0000	null	STAGE_NAME_100641	STAGE_TIP_POINT	
100644	4	10064	1	4	null	UI_SPEvent_BG_44	null	22	3	-1	0	188048	0	15	0	0	stage04_5001_e1	stage04_5001_e1	BGMe1,bgm_st_e1_2	null	BGMe1,bgm_st_e1b_2	0	1	0	2	400	14	5	0	0	54421	0	0	54421	0	PANDORA	null	null	null	12.09.0000	null	STAGE_NAME_100641	STAGE_TIP_POINT	
100645	4	10064	1	5	null	UI_SPEvent_BG_44	null	22	3	-1	0	291560	0	15	0	0	stage04_5001_e1	stage04_5001_e1	BGMe1,bgm_st_e1_2	null	BGMe1,bgm_st_e1b_2	0	1	0	2	400	14	5	0	0	54431	0	0	54431	0	PANDORA	null	null	null	12.09.0000	null	STAGE_NAME_100641	STAGE_TIP_POINT	
100646	4	10064	1	6	null	UI_SPEvent_BG_44	null	22	3	-1	0	354884	0	15	0	0	stage04_5001_e1	stage04_5001_e1	BGMe1,bgm_st_e1_2	null	BGMe1,bgm_st_e1b_2	0	1	0	2	400	14	5	0	0	54441	0	0	54441	0	PANDORA	null	null	null	12.09.0000	null	STAGE_NAME_100641	STAGE_TIP_POINT	
100647	4	10064	1	7	null	UI_SPEvent_BG_44	null	22	3	-1	0	438322	0	15	0	0	stage04_5001_e1	stage04_5001_e1	BGMe1,bgm_st_e1_2	null	BGMe1,bgm_st_e1b_2	0	1	0	2	400	14	5	0	0	54451	0	0	54451	0	PANDORA	null	null	null	12.09.0000	null	STAGE_NAME_100641	STAGE_TIP_POINT	
100648	4	10064	1	8	null	UI_SPEvent_BG_44	null	22	3	-1	0	796072	0	15	0	0	stage04_5001_e1	stage04_5001_e1	BGMe1,bgm_st_e1_2	null	BGMe1,bgm_st_e1b_2	0	1	0	2	400	14	5	0	0	54461	0	0	54461	0	PANDORA	null	null	null	12.09.0000	null	STAGE_NAME_100641	STAGE_TIP_POINT	
100651	4	10065	1	1	null	UI_SPEvent_BG_45	null	22	3	-1	0	13160	0	15	0	0	stage04_5101_e1	stage04_5101_e1	BGMe3,bgm_st_e3	null	BGM02,bgm_st_boss14	0	1	0	2	400	14	8	0	0	54471	0	0	54471	0	COLONELAN	null	null	null	13.00.0000	null	STAGE_NAME_100651	STAGE_TIP_POINT	
100652	4	10065	1	2	null	UI_SPEvent_BG_45	null	22	3	-1	0	51276	0	15	0	0	stage04_5101_e1	stage04_5101_e1	BGMe3,bgm_st_e3	null	BGM02,bgm_st_boss14	0	1	0	2	400	14	8	0	0	54481	0	0	54481	0	COLONELAN	null	null	null	13.00.0000	null	STAGE_NAME_100651	STAGE_TIP_POINT	
100653	4	10065	1	3	null	UI_SPEvent_BG_45	null	22	3	-1	0	105888	0	15	0	0	stage04_5101_e1	stage04_5101_e1	BGMe3,bgm_st_e3	null	BGM02,bgm_st_boss14	0	1	0	2	400	14	8	0	0	54491	0	0	54491	0	COLONELAN	null	null	null	13.00.0000	null	STAGE_NAME_100651	STAGE_TIP_POINT	
100654	4	10065	1	4	null	UI_SPEvent_BG_45	null	22	3	-1	0	188048	0	15	0	0	stage04_5101_e1	stage04_5101_e1	BGMe3,bgm_st_e3	null	BGM02,bgm_st_boss14	0	1	0	2	400	14	8	0	0	54501	0	0	54501	0	COLONELAN	null	null	null	13.00.0000	null	STAGE_NAME_100651	STAGE_TIP_POINT	
100655	4	10065	1	5	null	UI_SPEvent_BG_45	null	22	3	-1	0	291560	0	15	0	0	stage04_5101_e1	stage04_5101_e1	BGMe3,bgm_st_e3	null	BGM02,bgm_st_boss14	0	1	0	2	400	14	8	0	0	54511	0	0	54511	0	COLONELAN	null	null	null	13.00.0000	null	STAGE_NAME_100651	STAGE_TIP_POINT	
100656	4	10065	1	6	null	UI_SPEvent_BG_45	null	22	3	-1	0	354884	0	15	0	0	stage04_5101_e1	stage04_5101_e1	BGMe3,bgm_st_e3	null	BGM02,bgm_st_boss14	0	1	0	2	400	14	8	0	0	54521	0	0	54521	0	COLONELAN	null	null	null	13.00.0000	null	STAGE_NAME_100651	STAGE_TIP_POINT	
100657	4	10065	1	7	null	UI_SPEvent_BG_45	null	22	3	-1	0	438322	0	15	0	0	stage04_5101_e1	stage04_5101_e1	BGMe3,bgm_st_e3	null	BGM02,bgm_st_boss14	0	1	0	2	400	14	8	0	0	54531	0	0	54531	0	COLONELAN	null	null	null	13.00.0000	null	STAGE_NAME_100651	STAGE_TIP_POINT	
100658	4	10065	1	8	null	UI_SPEvent_BG_45	null	22	3	-1	0	796072	0	15	0	0	stage04_5101_e1	stage04_5101_e1	BGMe3,bgm_st_e3	null	BGM02,bgm_st_boss14	0	1	0	2	400	14	8	0	0	54541	0	0	54541	0	COLONELAN	null	null	null	13.00.0000	null	STAGE_NAME_100651	STAGE_TIP_POINT	
100661	4	10066	1	1	null	UI_SPEvent_BG_23	null	22	3	-1	0	13160	0	15	0	0	stage04_2301_e1	stage04_2301_e1	BGMe2,bgm_st_e2	null	BGMe2,bgm_st_e2b	0	1	0	2	400	14	1	0	0	54551	0	0	54551	0	MAGNAMALOSIGMA	null	null	null	13.02.0000	null	STAGE_NAME_100301	STAGE_TIP_BOXGACHA_RESEARCH	
100662	4	10066	1	2	null	UI_SPEvent_BG_23	null	22	3	-1	0	51276	0	15	0	0	stage04_2301_e1	stage04_2301_e1	BGMe2,bgm_st_e2	null	BGMe2,bgm_st_e2b	0	1	0	2	400	14	1	0	0	54571	0	0	54571	0	MAGNAMALOSIGMA	null	null	null	13.02.0000	null	STAGE_NAME_100302	STAGE_TIP_BOXGACHA_RESEARCH	
100663	4	10066	1	3	null	UI_SPEvent_BG_23	null	22	3	-1	0	105888	0	15	0	0	stage04_2301_e1	stage04_2301_e1	BGMe2,bgm_st_e2	null	BGMe2,bgm_st_e2b	0	1	0	2	400	14	1	0	0	54591	0	0	54591	0	MAGNAMALOSIGMA	null	null	null	13.02.0000	null	STAGE_NAME_100303	STAGE_TIP_BOXGACHA_RESEARCH	
