鍵值	繁體中文	简体中文	日文	英文	泰文	葡语	西语	德语	俄语	法语	韓文
STAGE_NAME_160611	第61層(普通)	第61层(普通)	61階(ノーマル)	Level 61 (Normal)	ชั้นที่ 61 (ทั่วไป)	Nível 61 (Normal)	Nivel 61 (Normal)	Stufe 61 (Normal)	Уровень 61 (Норм)	Niveau 61 (Normal)	61층(일반)
STAGE_NAME_160621	第62層(普通)	第62层(普通)	62階(ノーマル)	Level 62 (Normal)	ชั้นที่ 62 (ทั่วไป)	Nível 62 (Normal)	Nivel 62 (Normal)	Stufe 62 (Normal)	Уровень 62 (Норм)	Niveau 62 (Normal)	62층(일반)
STAGE_NAME_160631	第63層(普通)	第63层(普通)	63階(ノーマル)	Level 63 (Normal)	ชั้นที่ 63 (ทั่วไป)	Nível 63 (Normal)	Nivel 63 (Normal)	Stufe 63 (Normal)	Уровень 63 (Норм)	Niveau 63 (Normal)	63층(일반)
STAGE_NAME_160641	第64層(普通)	第64层(普通)	64階(ノーマル)	Level 64 (Normal)	ชั้นที่ 64 (ทั่วไป)	Nível 64 (Normal)	Nivel 64 (Normal)	Stufe 64 (Normal)	Уровень 64 (Норм)	Niveau 64 (Normal)	64층(일반)
STAGE_NAME_160651	第65層(普通)	第65层(普通)	65階(ノーマル)	Level 65 (Normal)	ชั้นที่ 65 (ทั่วไป)	Nível 65 (Normal)	Nivel 65 (Normal)	Stufe 65 (Normal)	Уровень 65 (Норм)	Niveau 65 (Normal)	65층(일반)
STAGE_NAME_160661	第66層(普通)	第66层(普通)	66階(ノーマル)	Level 66 (Normal)	ชั้นที่ 66 (ทั่วไป)	Nível 66 (Normal)	Nivel 66 (Normal)	Stufe 66 (Normal)	Уровень 66 (Норм)	Niveau 66 (Normal)	66층(일반)
STAGE_NAME_160671	第67層(普通)	第67层(普通)	67階(ノーマル)	Level 67 (Normal)	ชั้นที่ 67 (ทั่วไป)	Nível 67 (Normal)	Nivel 67 (Normal)	Stufe 67 (Normal)	Уровень 67 (Норм)	Niveau 67 (Normal)	67층(일반)
STAGE_NAME_160681	第68層(普通)	第68层(普通)	68階(ノーマル)	Level 68 (Normal)	ชั้นที่ 68 (ทั่วไป)	Nível 68 (Normal)	Nivel 68 (Normal)	Stufe 68 (Normal)	Уровень 68 (Норм)	Niveau 68 (Normal)	68층(일반)
STAGE_NAME_160691	第69層(普通)	第69层(普通)	69階(ノーマル)	Level 69 (Normal)	ชั้นที่ 69 (ทั่วไป)	Nível 69 (Normal)	Nivel 69 (Normal)	Stufe 69 (Normal)	Уровень 69 (Норм)	Niveau 69 (Normal)	69층(일반)
STAGE_NAME_160701	第70層(普通)	第70层(普通)	70階(ノーマル)	Level 70 (Normal)	ชั้นที่ 70 (ทั่วไป)	Nível 70 (Normal)	Nivel 70 (Normal)	Stufe 70 (Normal)	Уровень 70 (Норм)	Niveau 70 (Normal)	70층(일반)
STAGE_NAME_160711	第71層(普通)	第71层(普通)	71階(ノーマル)	Level 71 (Normal)	ชั้นที่ 71 (ทั่วไป)	Nível 71 (Normal)	Nivel 71 (Normal)	Stufe 71 (Normal)	Уровень 71 (Норм)	Niveau 71 (Normal)	71층(일반)
STAGE_NAME_160721	第72層(普通)	第72层(普通)	72階(ノーマル)	Level 72 (Normal)	ชั้นที่ 72 (ทั่วไป)	Nível 72 (Normal)	Nivel 72 (Normal)	Stufe 72 (Normal)	Уровень 72 (Норм)	Niveau 72 (Normal)	72층(일반)
STAGE_NAME_160731	第73層(普通)	第73层(普通)	73階(ノーマル)	Level 73 (Normal)	ชั้นที่ 73 (ทั่วไป)	Nível 73 (Normal)	Nivel 73 (Normal)	Stufe 73 (Normal)	Уровень 73 (Норм)	Niveau 73 (Normal)	73층(일반)
STAGE_NAME_160741	第74層(普通)	第74层(普通)	74階(ノーマル)	Level 74 (Normal)	ชั้นที่ 74 (ทั่วไป)	Nível 74 (Normal)	Nivel 74 (Normal)	Stufe 74 (Normal)	Уровень 74 (Норм)	Niveau 74 (Normal)	74층(일반)
STAGE_NAME_160751	第75層(普通)	第75层(普通)	75階(ノーマル)	Level 75 (Normal)	ชั้นที่ 75 (ทั่วไป)	Nível 75 (Normal)	Nivel 75 (Normal)	Stufe 75 (Normal)	Уровень 75 (Норм)	Niveau 75 (Normal)	75층(일반)
STAGE_NAME_160761	第76層(普通)	第76层(普通)	76階(ノーマル)	Level 76 (Normal)	ชั้นที่ 76 (ทั่วไป)	Nível 76 (Normal)	Nivel 76 (Normal)	Stufe 76 (Normal)	Уровень 76 (Норм)	Niveau 76 (Normal)	76층(일반)
STAGE_NAME_160771	第77層(普通)	第77层(普通)	77階(ノーマル)	Level 77 (Normal)	ชั้นที่ 77 (ทั่วไป)	Nível 77 (Normal)	Nivel 77 (Normal)	Stufe 77 (Normal)	Уровень 77 (Норм)	Niveau 77 (Normal)	77층(일반)
STAGE_NAME_160781	第78層(普通)	第78层(普通)	78階(ノーマル)	Level 78 (Normal)	ชั้นที่ 78 (ทั่วไป)	Nível 78 (Normal)	Nivel 78 (Normal)	Stufe 78 (Normal)	Уровень 78 (Норм)	Niveau 78 (Normal)	78층(일반)
STAGE_NAME_160791	第79層(普通)	第79层(普通)	79階(ノーマル)	Level 79 (Normal)	ชั้นที่ 79 (ทั่วไป)	Nível 79 (Normal)	Nivel 79 (Normal)	Stufe 79 (Normal)	Уровень 79 (Норм)	Niveau 79 (Normal)	79층(일반)
STAGE_NAME_160801	第80層(普通)	第80层(普通)	80階(ノーマル)	Level 80 (Normal)	ชั้นที่ 80 (ทั่วไป)	Nível 80 (Normal)	Nivel 80 (Normal)	Stufe 80 (Normal)	Уровень 80 (Норм)	Niveau 80 (Normal)	80층(일반)
STAGE_NAME_160811	第81層(普通)	第81层(普通)	81階(ノーマル)	Level 81 (Normal)	ชั้นที่ 81 (ทั่วไป)	Nível 81 (Normal)	Nivel 81 (Normal)	Stufe 81 (Normal)	Уровень 81 (Норм)	Niveau 81 (Normal)	81층(일반)
STAGE_NAME_160821	第82層(普通)	第82层(普通)	82階(ノーマル)	Level 82 (Normal)	ชั้นที่ 82 (ทั่วไป)	Nível 82 (Normal)	Nivel 82 (Normal)	Stufe 82 (Normal)	Уровень 82 (Норм)	Niveau 82 (Normal)	82층(일반)
STAGE_NAME_160831	第83層(普通)	第83层(普通)	83階(ノーマル)	Level 83 (Normal)	ชั้นที่ 83 (ทั่วไป)	Nível 83 (Normal)	Nivel 83 (Normal)	Stufe 83 (Normal)	Уровень 83 (Норм)	Niveau 83 (Normal)	83층(일반)
STAGE_NAME_160841	第84層(普通)	第84层(普通)	84階(ノーマル)	Level 84 (Normal)	ชั้นที่ 84 (ทั่วไป)	Nível 84 (Normal)	Nivel 84 (Normal)	Stufe 84 (Normal)	Уровень 84 (Норм)	Niveau 84 (Normal)	84층(일반)
STAGE_NAME_160851	第85層(普通)	第85层(普通)	85階(ノーマル)	Level 85 (Normal)	ชั้นที่ 85 (ทั่วไป)	Nível 85 (Normal)	Nivel 85 (Normal)	Stufe 85 (Normal)	Уровень 85 (Норм)	Niveau 85 (Normal)	85층(일반)
STAGE_NAME_160861	第86層(普通)	第86层(普通)	86階(ノーマル)	Level 86 (Normal)	ชั้นที่ 86 (ทั่วไป)	Nível 86 (Normal)	Nivel 86 (Normal)	Stufe 86 (Normal)	Уровень 86 (Норм)	Niveau 86 (Normal)	86층(일반)
STAGE_NAME_160871	第87層(普通)	第87层(普通)	87階(ノーマル)	Level 87 (Normal)	ชั้นที่ 87 (ทั่วไป)	Nível 87 (Normal)	Nivel 87 (Normal)	Stufe 87 (Normal)	Уровень 87 (Норм)	Niveau 87 (Normal)	87층(일반)
STAGE_NAME_160881	第88層(普通)	第88层(普通)	88階(ノーマル)	Level 88 (Normal)	ชั้นที่ 88 (ทั่วไป)	Nível 88 (Normal)	Nivel 88 (Normal)	Stufe 88 (Normal)	Уровень 88 (Норм)	Niveau 88 (Normal)	88층(일반)
STAGE_NAME_160891	第89層(普通)	第89层(普通)	89階(ノーマル)	Level 89 (Normal)	ชั้นที่ 89 (ทั่วไป)	Nível 89 (Normal)	Nivel 89 (Normal)	Stufe 89 (Normal)	Уровень 89 (Норм)	Niveau 89 (Normal)	89층(일반)
STAGE_NAME_160901	第90層(普通)	第90层(普通)	90階(ノーマル)	Level 90 (Normal)	ชั้นที่ 90 (ทั่วไป)	Nível 90 (Normal)	Nivel 90 (Normal)	Stufe 90 (Normal)	Уровень 90 (Норм)	Niveau 90 (Normal)	90층(일반)
STAGE_NAME_160911	第91層(普通)	第91层(普通)	91階(ノーマル)	Level 91 (Normal)	ชั้นที่ 91 (ทั่วไป)	Nível 91 (Normal)	Nivel 91 (Normal)	Stufe 91 (Normal)	Уровень 91 (Норм)	Niveau 91 (Normal)	91층(일반)
STAGE_NAME_160921	第92層(普通)	第92层(普通)	92階(ノーマル)	Level 92 (Normal)	ชั้นที่ 92 (ทั่วไป)	Nível 92 (Normal)	Nivel 92 (Normal)	Stufe 92 (Normal)	Уровень 92 (Норм)	Niveau 92 (Normal)	92층(일반)
STAGE_NAME_160931	第93層(普通)	第93层(普通)	93階(ノーマル)	Level 93 (Normal)	ชั้นที่ 93 (ทั่วไป)	Nível 93 (Normal)	Nivel 93 (Normal)	Stufe 93 (Normal)	Уровень 93 (Норм)	Niveau 93 (Normal)	93층(일반)
STAGE_NAME_160941	第94層(普通)	第94层(普通)	94階(ノーマル)	Level 94 (Normal)	ชั้นที่ 94 (ทั่วไป)	Nível 94 (Normal)	Nivel 94 (Normal)	Stufe 94 (Normal)	Уровень 94 (Норм)	Niveau 94 (Normal)	94층(일반)
STAGE_NAME_160951	第95層(普通)	第95层(普通)	95階(ノーマル)	Level 95 (Normal)	ชั้นที่ 95 (ทั่วไป)	Nível 95 (Normal)	Nivel 95 (Normal)	Stufe 95 (Normal)	Уровень 95 (Норм)	Niveau 95 (Normal)	95층(일반)
STAGE_NAME_160961	第96層(普通)	第96层(普通)	96階(ノーマル)	Level 96 (Normal)	ชั้นที่ 96 (ทั่วไป)	Nível 96 (Normal)	Nivel 96 (Normal)	Stufe 96 (Normal)	Уровень 96 (Норм)	Niveau 96 (Normal)	96층(일반)
STAGE_NAME_160971	第97層(普通)	第97层(普通)	97階(ノーマル)	Level 97 (Normal)	ชั้นที่ 97 (ทั่วไป)	Nível 97 (Normal)	Nivel 97 (Normal)	Stufe 97 (Normal)	Уровень 97 (Норм)	Niveau 97 (Normal)	97층(일반)
STAGE_NAME_160981	第98層(普通)	第98层(普通)	98階(ノーマル)	Level 98 (Normal)	ชั้นที่ 98 (ทั่วไป)	Nível 98 (Normal)	Nivel 98 (Normal)	Stufe 98 (Normal)	Уровень 98 (Норм)	Niveau 98 (Normal)	98층(일반)
STAGE_NAME_160991	第99層(普通)	第99层(普通)	99階(ノーマル)	Level 99 (Normal)	ชั้นที่ 99 (ทั่วไป)	Nível 99 (Normal)	Nivel 99 (Normal)	Stufe 99 (Normal)	Уровень 99 (Норм)	Niveau 99 (Normal)	99층(일반)
STAGE_NAME_161001	第100層(普通)	第100层(普通)	100階(ノーマル)	Level 100 (Normal)	ชั้นที่ 100 (ทั่วไป)	Nível 100 (Normal)	Nivel 100 (Normal)	Stufe 100 (Normal)	Уровень 100 (Норм)	Niveau 100 (Normal)	100층(일반)
STAGE_NAME_161011	第101層(普通)	第101层(普通)	101階(ノーマル)	Level 101 (Normal)	ชั้นที่ 101 (ทั่วไป)	Nível 101 (Normal)	Nivel 101 (Normal)	Stufe 101 (Normal)	Уровень 101 (Норм)	Niveau 101 (Normal)	101층(일반)
STAGE_NAME_161021	第102層(普通)	第102层(普通)	102階(ノーマル)	Level 102 (Normal)	ชั้นที่ 102 (ทั่วไป)	Nível 102 (Normal)	Nivel 102 (Normal)	Stufe 102 (Normal)	Уровень 102 (Норм)	Niveau 102 (Normal)	102층(일반)
STAGE_NAME_161031	第103層(普通)	第103层(普通)	103階(ノーマル)	Level 103 (Normal)	ชั้นที่ 103 (ทั่วไป)	Nível 103 (Normal)	Nivel 103 (Normal)	Stufe 103 (Normal)	Уровень 103 (Норм)	Niveau 103 (Normal)	103층(일반)
STAGE_NAME_161041	第104層(普通)	第104层(普通)	104階(ノーマル)	Level 104 (Normal)	ชั้นที่ 104 (ทั่วไป)	Nível 104 (Normal)	Nivel 104 (Normal)	Stufe 104 (Normal)	Уровень 104 (Норм)	Niveau 104 (Normal)	104층(일반)
STAGE_NAME_161051	第105層(普通)	第105层(普通)	105階(ノーマル)	Level 105 (Normal)	ชั้นที่ 105 (ทั่วไป)	Nível 105 (Normal)	Nivel 105 (Normal)	Stufe 105 (Normal)	Уровень 105 (Норм)	Niveau 105 (Normal)	105층(일반)
STAGE_NAME_161061	第106層(普通)	第106层(普通)	106階(ノーマル)	Level 106 (Normal)	ชั้นที่ 106 (ทั่วไป)	Nível 106 (Normal)	Nivel 106 (Normal)	Stufe 106 (Normal)	Уровень 106 (Норм)	Niveau 106 (Normal)	106층(일반)
STAGE_NAME_161071	第107層(普通)	第107层(普通)	107階(ノーマル)	Level 107 (Normal)	ชั้นที่ 107 (ทั่วไป)	Nível 107 (Normal)	Nivel 107 (Normal)	Stufe 107 (Normal)	Уровень 107 (Норм)	Niveau 107 (Normal)	107층(일반)
STAGE_NAME_161081	第108層(普通)	第108层(普通)	108階(ノーマル)	Level 108 (Normal)	ชั้นที่ 108 (ทั่วไป)	Nível 108 (Normal)	Nivel 108 (Normal)	Stufe 108 (Normal)	Уровень 108 (Норм)	Niveau 108 (Normal)	108층(일반)
STAGE_NAME_161091	第109層(普通)	第109层(普通)	109階(ノーマル)	Level 109 (Normal)	ชั้นที่ 109 (ทั่วไป)	Nível 109 (Normal)	Nivel 109 (Normal)	Stufe 109 (Normal)	Уровень 109 (Норм)	Niveau 109 (Normal)	109층(일반)
STAGE_NAME_161101	第110層(普通)	第110层(普通)	110階(ノーマル)	Level 110 (Normal)	ชั้นที่ 110 (ทั่วไป)	Nível 110 (Normal)	Nivel 110 (Normal)	Stufe 110 (Normal)	Уровень 110 (Норм)	Niveau 110 (Normal)	110층(일반)
STAGE_NAME_161111	第111層(普通)	第111层(普通)	111階(ノーマル)	Level 111 (Normal)	ชั้นที่ 111 (ทั่วไป)	Nível 111 (Normal)	Nivel 111 (Normal)	Stufe 111 (Normal)	Уровень 111 (Норм)	Niveau 111 (Normal)	111층(일반)
STAGE_NAME_161121	第112層(普通)	第112层(普通)	112階(ノーマル)	Level 112 (Normal)	ชั้นที่ 112 (ทั่วไป)	Nível 112 (Normal)	Nivel 112 (Normal)	Stufe 112 (Normal)	Уровень 112 (Норм)	Niveau 112 (Normal)	112층(일반)
STAGE_NAME_161131	第113層(普通)	第113层(普通)	113階(ノーマル)	Level 113 (Normal)	ชั้นที่ 113 (ทั่วไป)	Nível 113 (Normal)	Nivel 113 (Normal)	Stufe 113 (Normal)	Уровень 113 (Норм)	Niveau 113 (Normal)	113층(일반)
STAGE_NAME_161141	第114層(普通)	第114层(普通)	114階(ノーマル)	Level 114 (Normal)	ชั้นที่ 114 (ทั่วไป)	Nível 114 (Normal)	Nivel 114 (Normal)	Stufe 114 (Normal)	Уровень 114 (Норм)	Niveau 114 (Normal)	114층(일반)
STAGE_NAME_161151	第115層(普通)	第115层(普通)	115階(ノーマル)	Level 115 (Normal)	ชั้นที่ 115 (ทั่วไป)	Nível 115 (Normal)	Nivel 115 (Normal)	Stufe 115 (Normal)	Уровень 115 (Норм)	Niveau 115 (Normal)	115층(일반)
STAGE_NAME_161161	第116層(普通)	第116层(普通)	116階(ノーマル)	Level 116 (Normal)	ชั้นที่ 116 (ทั่วไป)	Nível 116 (Normal)	Nivel 116 (Normal)	Stufe 116 (Normal)	Уровень 116 (Норм)	Niveau 116 (Normal)	116층(일반)
STAGE_NAME_161171	第117層(普通)	第117层(普通)	117階(ノーマル)	Level 117 (Normal)	ชั้นที่ 117 (ทั่วไป)	Nível 117 (Normal)	Nivel 117 (Normal)	Stufe 117 (Normal)	Уровень 117 (Норм)	Niveau 117 (Normal)	117층(일반)
STAGE_NAME_161181	第118層(普通)	第118层(普通)	118階(ノーマル)	Level 118 (Normal)	ชั้นที่ 118 (ทั่วไป)	Nível 118 (Normal)	Nivel 118 (Normal)	Stufe 118 (Normal)	Уровень 118 (Норм)	Niveau 118 (Normal)	118층(일반)
STAGE_NAME_161191	第119層(普通)	第119层(普通)	119階(ノーマル)	Level 119 (Normal)	ชั้นที่ 119 (ทั่วไป)	Nível 119 (Normal)	Nivel 119 (Normal)	Stufe 119 (Normal)	Уровень 119 (Норм)	Niveau 119 (Normal)	119층(일반)
STAGE_NAME_161201	第120層(普通)	第120层(普通)	120階(ノーマル)	Level 120 (Normal)	ชั้นที่ 120 (ทั่วไป)	Nível 120 (Normal)	Nivel 120 (Normal)	Stufe 120 (Normal)	Уровень 120 (Норм)	Niveau 120 (Normal)	120층(일반)
STAGE_NAME_161211	第121層(普通)	第121层(普通)	121階(ノーマル)	Level 121 (Normal)	ชั้นที่ 121 (ทั่วไป)	Nível 121 (Normal)	Nivel 121 (Normal)	Stufe 121 (Normal)	Уровень 121 (Норм)	Niveau 121 (Normal)	121층(일반)
STAGE_NAME_161221	第122層(普通)	第122层(普通)	122階(ノーマル)	Level 122 (Normal)	ชั้นที่ 122 (ทั่วไป)	Nível 122 (Normal)	Nivel 122 (Normal)	Stufe 122 (Normal)	Уровень 122 (Норм)	Niveau 122 (Normal)	122층(일반)
STAGE_NAME_161231	第123層(普通)	第123层(普通)	123階(ノーマル)	Level 123 (Normal)	ชั้นที่ 123 (ทั่วไป)	Nível 123 (Normal)	Nivel 123 (Normal)	Stufe 123 (Normal)	Уровень 123 (Норм)	Niveau 123 (Normal)	123층(일반)
STAGE_NAME_161241	第124層(普通)	第124层(普通)	124階(ノーマル)	Level 124 (Normal)	ชั้นที่ 124 (ทั่วไป)	Nível 124 (Normal)	Nivel 124 (Normal)	Stufe 124 (Normal)	Уровень 124 (Норм)	Niveau 124 (Normal)	124층(일반)
STAGE_NAME_161251	第125層(普通)	第125层(普通)	125階(ノーマル)	Level 125 (Normal)	ชั้นที่ 125 (ทั่วไป)	Nível 125 (Normal)	Nivel 125 (Normal)	Stufe 125 (Normal)	Уровень 125 (Норм)	Niveau 125 (Normal)	125층(일반)
STAGE_NAME_161261	第126層(普通)	第126层(普通)	126階(ノーマル)	Level 126 (Normal)	ชั้นที่ 126 (ทั่วไป)	Nível 126 (Normal)	Nivel 126 (Normal)	Stufe 126 (Normal)	Уровень 126 (Норм)	Niveau 126 (Normal)	126층(일반)
STAGE_NAME_161271	第127層(普通)	第127层(普通)	127階(ノーマル)	Level 127 (Normal)	ชั้นที่ 127 (ทั่วไป)	Nível 127 (Normal)	Nivel 127 (Normal)	Stufe 127 (Normal)	Уровень 127 (Норм)	Niveau 127 (Normal)	127층(일반)
